 train         node      observed        predicted
     y          241    0.463473E+001    0.483906E+001
     y           31    0.706732E+001    0.684119E+001
     y          106    0.453260E+001    0.457853E+001
     y          437    0.420469E+001    0.447689E+001
     y          437    0.452179E+001    0.476946E+001
     y          229    0.485981E+001    0.477669E+001
     y           45    0.426268E+001    0.399953E+001
     y          229    0.407754E+001    0.380363E+001
     y           51    0.395124E+001    0.373487E+001
     y          260    0.363759E+001    0.378294E+001
     y          131    0.461512E+001    0.482770E+001
     y          117    0.552146E+001    0.608489E+001
     y          448    0.480402E+001    0.470143E+001
     y          448    0.470953E+001    0.523740E+001
     y          216    0.361092E+001    0.363342E+001
     y          113    0.518178E+001    0.467824E+001
     y          260    0.487520E+001    0.440844E+001
     y          220    0.458497E+001    0.408583E+001
     y          223    0.443082E+001    0.444877E+001
     y          132    0.480402E+001    0.486120E+001
     y           50    0.389182E+001    0.380569E+001
     y          437    0.400733E+001    0.411255E+001
     y          241    0.473620E+001    0.476182E+001
     y          113    0.479579E+001    0.471563E+001
     y          132    0.541610E+001    0.548014E+001
     y          131    0.501064E+001    0.482770E+001
     y          241    0.634564E+001    0.612010E+001
     y          231    0.456435E+001    0.461670E+001
     y           61    0.522036E+001    0.525625E+001
     y           31    0.557215E+001    0.535523E+001
     y          116    0.593754E+001    0.501635E+001
     y          231    0.495583E+001    0.489522E+001
     y          223    0.391202E+001    0.424702E+001
     y           61    0.562762E+001    0.539255E+001
     y          113    0.474493E+001    0.485599E+001
     y           36    0.559471E+001    0.585248E+001
     y           67    0.630810E+001    0.593661E+001
     y          116    0.578074E+001    0.561317E+001
     y          229    0.505625E+001    0.504467E+001
     y          106    0.438203E+001    0.478413E+001
     y          113    0.527300E+001    0.464778E+001
     y          241    0.576205E+001    0.509270E+001
     y          430    0.378419E+001    0.375697E+001
     y          231    0.433073E+001    0.470332E+001
     y          132    0.552146E+001    0.518904E+001
     y           21    0.557215E+001    0.583679E+001
     y          220    0.599146E+001    0.520414E+001
     y          117    0.647851E+001    0.560521E+001
     y          230    0.499721E+001    0.479517E+001
     y          431    0.411087E+001    0.419915E+001
     y          113    0.482831E+001    0.478345E+001
     y           31    0.543808E+001    0.596073E+001
     y          260    0.449981E+001    0.450929E+001
     y          132    0.355535E+001    0.483409E+001
     y          240    0.478749E+001    0.546246E+001
     y          241    0.449981E+001    0.490570E+001
     y          113    0.541165E+001    0.566406E+001
     y          437    0.443082E+001    0.477245E+001
     y          113    0.574939E+001    0.488343E+001
     y           51    0.424850E+001    0.359144E+001
     y           51    0.336730E+001    0.342474E+001
     y          113    0.491998E+001    0.583622E+001
     y          113    0.423411E+001    0.450922E+001
     y          229    0.415888E+001    0.409648E+001
     y           64    0.402535E+001    0.440837E+001
     y          221    0.346574E+001    0.385761E+001
     y          132    0.459512E+001    0.462477E+001
     y          241    0.460517E+001    0.446936E+001
     y          231    0.470048E+001    0.472690E+001
     y           19    0.505625E+001    0.515212E+001
     y          106    0.532301E+001    0.487235E+001
     y          113    0.528827E+001    0.578600E+001
     y          436    0.470048E+001    0.450455E+001
     y          431    0.352636E+001    0.406575E+001
     y          230    0.438203E+001    0.452236E+001
     y           21    0.352636E+001    0.431325E+001
     y           37    0.385015E+001    0.399522E+001
     y          437    0.499043E+001    0.467008E+001
     y           31    0.708171E+001    0.699579E+001
     y          117    0.613556E+001    0.617957E+001
     y          223    0.414313E+001    0.392740E+001
     y          437    0.515906E+001    0.472399E+001
     y          231    0.583773E+001    0.508584E+001
     y          240    0.512990E+001    0.467793E+001
     y          113    0.448864E+001    0.465889E+001
     y           37    0.346574E+001    0.399522E+001
     y          131    0.455388E+001    0.492668E+001
     y          216    0.380666E+001    0.343267E+001
     y          436    0.529832E+001    0.445101E+001
     y          106    0.391202E+001    0.427726E+001
     y          229    0.397029E+001    0.407598E+001
     y          131    0.495583E+001    0.482770E+001
     y          437    0.563121E+001    0.439657E+001
     y          437    0.391202E+001    0.430870E+001
     y          132    0.619236E+001    0.594931E+001
     y           52    0.467283E+001    0.433599E+001
     y          113    0.465396E+001    0.485162E+001
     y           52    0.482831E+001    0.413150E+001
     y           24    0.421951E+001    0.402307E+001
     y           20    0.436945E+001    0.433834E+001
     y          113    0.115129E+002    0.597311E+001
     y          229    0.409434E+001    0.427674E+001
     y          448    0.474493E+001    0.493605E+001
     y          121    0.529832E+001    0.523919E+001
     y          260    0.487520E+001    0.467553E+001
     y           50    0.368888E+001    0.411454E+001
     y          113    0.470048E+001    0.457937E+001
     y          113    0.579301E+001    0.553819E+001
     y          132    0.478749E+001    0.512513E+001
     y           31    0.610925E+001    0.621732E+001
     y          223    0.454329E+001    0.453102E+001
     y          113    0.445435E+001    0.481876E+001
     y          260    0.529832E+001    0.448826E+001
     y          437    0.343399E+001    0.372865E+001
     y          261    0.460517E+001    0.467676E+001
     y          431    0.503695E+001    0.421821E+001
     y          221    0.465396E+001    0.473382E+001
     y          113    0.546806E+001    0.567094E+001
     y          223    0.434381E+001    0.409209E+001
     y          214    0.395124E+001    0.438991E+001
     y           20    0.485981E+001    0.424422E+001
     y           52    0.395124E+001    0.386626E+001
     y          261    0.508760E+001    0.492111E+001
     y          113    0.464439E+001    0.518225E+001
     y           31    0.606146E+001    0.610482E+001
     y          260    0.418965E+001    0.482621E+001
     y          132    0.511799E+001    0.470518E+001
     y          131    0.502388E+001    0.482770E+001
     y           23    0.391202E+001    0.389218E+001
     y          131    0.480402E+001    0.482770E+001
     y          131    0.451086E+001    0.482770E+001
     y          448    0.510595E+001    0.492363E+001
     y          223    0.463473E+001    0.451313E+001
     y          116    0.470953E+001    0.521971E+001
     y          220    0.449981E+001    0.427384E+001
     y          231    0.499043E+001    0.514090E+001
     y          220    0.406044E+001    0.415133E+001
     y          231    0.466344E+001    0.479275E+001
     y           23    0.358352E+001    0.450622E+001
     y          133    0.712850E+001    0.708082E+001
     y          231    0.499721E+001    0.527160E+001
     y          132    0.534233E+001    0.540634E+001
     y          230    0.456435E+001    0.464068E+001
     y          241    0.485981E+001    0.471703E+001
     y          216    0.424850E+001    0.453840E+001
     y          131    0.464439E+001    0.482770E+001
     y          260    0.402535E+001    0.416026E+001
     y          113    0.566988E+001    0.497199E+001
     y           52    0.412713E+001    0.390436E+001
     y          223    0.443082E+001    0.452561E+001
     y           61    0.407754E+001    0.538723E+001
     y          230    0.435671E+001    0.462165E+001
     y          431    0.393183E+001    0.393458E+001
     y           61    0.501064E+001    0.512524E+001
     y          230    0.453260E+001    0.451846E+001
     y          230    0.464439E+001    0.467570E+001
     y          448    0.426268E+001    0.478163E+001
     y          451    0.526269E+001    0.540131E+001
     y          113    0.503044E+001    0.530827E+001
     y           59    0.623048E+001    0.611960E+001
     y          221    0.417439E+001    0.413300E+001
     y          229    0.464439E+001    0.464920E+001
     y          121    0.609582E+001    0.630028E+001
     y          133    0.506890E+001    0.507830E+001
     y          431    0.340120E+001    0.343744E+001
     y          116    0.571373E+001    0.564547E+001
     y          448    0.510595E+001    0.505276E+001
     y          229    0.561313E+001    0.450377E+001
